"","Gene","log2FC","pVal","qVal","Direction"
"822","PFDN2",-2.79688042161248e-13,0.99999936127677,1,"DOWN"
"823","SORL1",3.24975209514848e-19,0.999999999425791,1,"UP"
"824","WDR1",-0.0340889300262709,0.574439617222486,1,"DOWN"
"825","MTX2",0.240772877192604,0.0597154499585535,0.509739714405243,"UP"
"826","ADCY1",1.27980237980758e-19,0.999999999561295,1,"UP"
"827","PPT1",0,1,1,"DOWN"
"828","COPS3",-2.30614393175475e-18,0.999999996590303,1,"DOWN"
"829","COPS4",0,1,1,"DOWN"
"830","HNRNPA2B1",0.0732016877101426,0.29448215133744,1,"UP"
"831","COMT",0.0597047587657812,0.27596801024564,1,"UP"
"832","LAMTOR3",0,1,1,"DOWN"
"833","CLPP",0,1,1,"DOWN"
"834","HCN2",0,1,1,"DOWN"
"835","HCN1",6.34943555523519e-16,0.999999941553627,1,"UP"
"836","BSN",3.8573695791609e-16,0.999999960591843,1,"UP"
"837","GDAP1",0.036427054962563,0.417727119144083,1,"UP"
"838","SCRG1",0,1,1,"DOWN"
"839","IDH1",-7.33895078878079e-17,0.999999986432091,1,"DOWN"
"840","AKAP10",-0.0429737934672865,0.373137814776304,1,"DOWN"
"841","SYN1",-1.18701201832225e-17,0.999999985846908,1,"DOWN"
"842","SYN1",0,1,1,"DOWN"
"843","LIN7B",9.40472809370853e-20,0.999999999597119,1,"UP"
"844","LIN7C",-5.14514275218872e-18,0.999999994366996,1,"DOWN"
"845","GNPDA1",-4.59102374163069e-16,0.999999958093534,1,"DOWN"
"846","STX8",0,1,1,"DOWN"
"847","GCAT",5.09499693204768e-16,0.99999995264362,1,"UP"
"848","CPD",0,1,1,"DOWN"
"849","TPP1",0,1,1,"DOWN"
"850","ITM2B",2.0801498968843e-14,0.99999963720104,1,"UP"
"851","CORO1A",-9.72559356941033e-18,0.999999993626135,1,"DOWN"
"852","CYB5A",0.148098980391355,0.0356384701905721,0.421398986426151,"UP"
"853","MT-CYB",0.132416953899759,0.0518639295269274,0.471067347354145,"UP"
"854","MTCO1",0,1,1,"DOWN"
"855","MTCO2",0.125363331233605,0.115140447874775,0.684083918819941,"UP"
"856","HPRT1",-5.93920509684178e-15,0.99999989234186,1,"DOWN"
"857","CA2",-0.114109363543501,0.226238517957661,0.948461479130195,"DOWN"
"858","MTND1",0.118060970472191,0.207138555985721,0.904515666661839,"UP"
"859","MTND2",0,1,1,"DOWN"
"860","MTND3",0.0509346261536232,0.37980128642518,1,"UP"
"861","CYC1",0.216634330701162,0.00338382337434708,0.120091486559688,"UP"
"862","CYP46A1",0.100560636190283,0.0134558510827812,0.266453917402048,"UP"
"863","MTATP8",0.177703006633384,0.092068136694726,0.633303639303043,"UP"
"864","GFAP",0.0396710045600085,0.639950686719027,1,"UP"
"865","ARAF",-0.0802202418518246,0.239832904668636,0.980788530780541,"DOWN"
"866","SLC4A1",-0.059077406971895,0.607925293307377,1,"DOWN"
"867","PRNP",0,1,1,"DOWN"
"868","ALDOC",-2.91831355494591e-16,0.999999957541315,1,"DOWN"
"869","ALDOA",-5.32730859071108e-17,0.999999984738136,1,"DOWN"
"870","DHRS1",0.133738956138473,0.0047984154932064,0.146222682878999,"UP"
"871","GOT1",9.75553302129301e-18,0.999999999412639,1,"UP"
"872","DHRS7B",0.0745887976692761,0.0172012078827792,0.297245263047539,"UP"
"873","TUBA1B",0,1,1,"DOWN"
"874","KIT",-9.085747107631e-20,0.999999999886708,1,"DOWN"
"875","GPI",9.60063405347855e-19,0.999999998568101,1,"UP"
"876","CTTNBP2",-0.124317416334933,0.0156959370629571,0.283326660104588,"DOWN"
"877","GAP43",0.00752465902651746,0.683496641568541,1,"UP"
"878","ALB",-0.229068786838142,0.230512524488304,0.956797433150652,"DOWN"
"879","HSP90AA1",-4.91898018357922e-15,0.999999878402698,1,"DOWN"
"880","HSP90B1",4.89937211137101e-17,0.999999980563105,1,"UP"
"881","APOE",0.0508397199078937,0.393459399876744,1,"UP"
"882","SOD1",4.10715374545375e-18,0.999999996295463,1,"UP"
"883","MDH2",-3.36966104687462e-16,0.999999963230398,1,"DOWN"
"884","NEFL",-1.19788872361611e-17,0.999999996521555,1,"DOWN"
"885","DLGAP4",0.101374493439781,0.0393098555399378,0.435846446346881,"UP"
"886","DPM1",0.98853795931063,0.000591069332250836,0.0440813286210229,"UP"
"887","P4HB",-0.0769055966656374,0.0753271411854558,0.570893970200381,"DOWN"
"888","PGK1",-1.46965246910618e-17,0.999999994691682,1,"DOWN"
"889","SOD2",0.103097058080531,0.159060164393546,0.79083597524791,"UP"
"890","CHMP6",-1.3686233692102e-15,0.99999989479652,1,"DOWN"
"891","LRRC4B",1.8975728835339e-17,0.999999990755501,1,"UP"
"892","DYNC1I2",0.094603095744519,0.0120669371284023,0.255806089809451,"UP"
"893","NDUFB1",0.187855169363308,0.0728530412095998,0.56104760540219,"UP"
"894","CYFIP1",-0.102728043537898,0.00127912767237096,0.0763224204250663,"DOWN"
"895","LYNX1",0,1,1,"DOWN"
"896","EEF1A1",-4.69879601556577e-18,0.999999993232036,1,"DOWN"
"897","CTSB",0,1,1,"DOWN"
"898","EIF4A2",-0.0627493621952189,0.384463663181427,1,"DOWN"
"899","MAPT",0,1,1,"DOWN"
"900","TXN",-6.25230169116343e-18,0.999999996945672,1,"DOWN"
"901","GSTM1",-7.50956595219619e-17,0.999999971878746,1,"DOWN"
"902","RRAS",-2.16060147725656e-18,0.999999997301649,1,"DOWN"
"903","ECI1",0.184776579185334,0.000381033460304501,0.0337452758282174,"UP"
"904","FABP3",2.8235487015048e-18,0.999999998162405,1,"UP"
"905","LAMP1",-6.9616217823808e-20,0.999999999714686,1,"DOWN"
"906","HSP90AB1",-2.49817143731736e-16,0.999999966314531,1,"DOWN"
"907","DMD",0.00916928003568336,0.722468699762016,1,"UP"
"908","CYFIP2",-0.114726469470341,0.0022225604489378,0.101592521165963,"DOWN"
"909","ITPR1",1.82850695062694e-17,0.999999988377529,1,"UP"
"910","TCP1",0,1,1,"DOWN"
"911","PFKL",-0.0533247485956171,0.408246379397596,1,"DOWN"
"912","CHRM1",0.105019749336558,0.336582521342825,1,"UP"
"913","CALB1",-2.34810090809976e-16,0.999999971307967,1,"DOWN"
"914","EIF4G2",0.173329587418386,0.0149773870894654,0.276333769119365,"UP"
"915","PDCD6",1.56472817045779e-20,0.999999999905939,1,"UP"
"916","PRKAR1B",0,1,1,"DOWN"
"917","CNTN1",1.16318837658132e-18,0.99999999839187,1,"UP"
"918","RPL7A;RPL7A-PS5",0,1,1,"DOWN"
"919","GSN",0,1,1,"DOWN"
"920","NCAM1",4.30413413141615e-19,0.999999998939823,1,"UP"
"921","ATP1B1",0.0716113046794422,0.462386935428702,1,"UP"
"922","C1QB",-1.53525387148822e-21,0.999999999993301,1,"DOWN"
"923","RPL27A",-0.142868075878244,0.169267887819956,0.818962464979297,"DOWN"
"924","RPS16",-1.01727430361217e-16,0.999999980428611,1,"DOWN"
"925","RPL7",5.70581824346528e-19,0.999999999195785,1,"UP"
"926","MDH1",-6.5535321733565e-18,0.99999999805421,1,"DOWN"
"927","RPSA",-2.48558940152228e-19,0.999999999622671,1,"DOWN"
"928","CALR",-5.96547189594243e-16,0.999999948880022,1,"DOWN"
"929","EMB",0.125123254610205,0.0124504346733583,0.255806089809451,"UP"
"930","SRP54;SRP54A;SRP54B",0,1,1,"DOWN"
"931","PSMD3",6.81881638399161e-18,0.999999998687912,1,"UP"
"932","RPLP0",-6.77862826390473e-18,0.999999996617986,1,"DOWN"
"933","CYTH3",-0.152382053176041,0.0271951451465834,0.383438016643867,"DOWN"
"934","GLUL",0,1,1,"DOWN"
"935","NTRK2",0.111759140886399,0.0695234933628685,0.547304389417693,"UP"
"936","KCNC1",0.0617933864650129,0.193917902500956,0.87786719621773,"UP"
"937","NME1",1.37136699989895e-16,0.999999987306574,1,"UP"
"938","CHGB",0,1,1,"DOWN"
"939","D1PAS1;DDX3X;DDX3Y",-0.110147579185187,0.000137207109656658,0.0198500875779192,"DOWN"
"940","LDHB",-8.05169314218313e-15,0.999999882799251,1,"DOWN"
"941","EMD",0.161687278922783,0.0180185068077018,0.307617158391729,"UP"
"942","CNP",0.0389882130143242,0.487438395344132,1,"UP"
"943","MUT",1.23241231758901e-14,0.999999766558336,1,"UP"
"944","DBN1",-0.301375495923349,5.01545477574267e-06,0.00129216353040497,"DOWN"
"945","KCNA1",0.0360911935684553,0.341572830034387,1,"UP"
"946","EPB41L3",0.112166366463634,0.0349512770554584,0.417940587237,"UP"
"947","LAMP2",8.48351355837455e-17,0.999999979241272,1,"UP"
"948","HSPA2",-9.5100026650435e-19,0.999999997604351,1,"DOWN"
"949","ENO1",-2.34924612380192e-17,0.999999992332202,1,"DOWN"
"950","ENO2",-1.90049137806447e-17,0.999999992286427,1,"DOWN"
"951","AP2A1",9.91445072179443e-18,0.999999994531458,1,"UP"
"952","AP2A2",1.68320664877361e-17,0.999999992398502,1,"UP"
"953","ETL4;SKT",0.158104684898923,0.000186109223347482,0.022931892998555,"UP"
"954","HK1",0.0150507523179427,0.626130574795125,1,"UP"
"955","HK1",0.0728136987496527,0.170923517084221,0.822406192558034,"UP"
"956","PPIA",-0.0307212194800934,0.638447895320964,1,"DOWN"
"957","TPI1",-3.32048787297283e-15,0.999999955953794,1,"DOWN"
"958","SLC2A1",0.0954759945033974,0.244196748732127,0.992903279636797,"UP"
"959","CFL1",-0.0735892191934643,0.338094073818723,1,"DOWN"
"960","EXOG",0.12239864855342,0.0206849700729517,0.331646783463729,"UP"
"961","GNAO1",0,1,1,"DOWN"
"962","FASN",-4.42519524081933e-16,0.999999950553248,1,"DOWN"
"963","GSTP1;GSTP2",-0.0639403680521765,0.4192205346461,1,"DOWN"
"964","NEFH",-4.8254844791066e-17,0.999999989444795,1,"DOWN"
"965","RPL13A;GM45713",-1.61509791977851e-16,0.999999981087478,1,"DOWN"
"966","FAIM2",0.106235775233229,0.0411237376836082,0.443786602920844,"UP"
"967","HSPA5",1.26585886725537e-18,0.999999997637388,1,"UP"
"968","HEXB",2.76931754218713e-18,0.999999994800658,1,"UP"
"969","PRDX3",-0.0172279386011411,0.576558273332605,1,"DOWN"
"970","MAP2",2.32612757640729e-17,0.999999991419454,1,"UP"
"971","GNA11",0.0146166322477371,0.69052021033633,1,"UP"
"972","GNAQ",1.58679798502344e-15,0.999999953757675,1,"UP"
"973","DCLK2",-0.0998386903407763,0.00192566211701513,0.0974522578503729,"DOWN"
"974","PCSK2",-0.0452751105520856,0.348758214294496,1,"DOWN"
"975","FAM171A2",0.159453881082214,3.82259916578118e-07,0.000187661720787088,"UP"
"976","GABRG2",0.114649866434949,0.172759587611842,0.82563350976722,"UP"
"977","GJA1",2.14988312814637e-19,0.999999999524817,1,"UP"
"978","GRIA1",0.0774016811627346,0.420850865610939,1,"UP"
"979","CRYAB",-6.3199071613737e-17,0.999999990503884,1,"DOWN"
"980","CAT",5.81829227898798e-17,0.999999981473005,1,"UP"
"981","PPIB",-0.0424292058561503,0.17653973525048,0.838046247403449,"DOWN"
"982","GSTA4",0,1,1,"DOWN"
"983","LTA4H",-2.4288971408238e-18,0.999999997583572,1,"DOWN"
"984","IMPDH2",0,1,1,"DOWN"
"985","ALDH1A1",-0.112946287336111,0.0893263292814956,0.620467689175879,"DOWN"
"986","ACP2",0,1,1,"DOWN"
"987","M6PR",9.10076754929345e-15,0.9999997929636,1,"UP"
"988","RPS2;GM8225",0,1,1,"DOWN"
"989","DGKG",-0.138410483495389,0.0360663841556734,0.422364184699084,"DOWN"
"990","MSN",0,1,1,"DOWN"
"991","RDX",-0.0296750149869237,0.337624187397815,1,"DOWN"
"992","GABRA2",6.9571515190392e-17,0.999999989408969,1,"UP"
"993","CTNNA1",2.36359408948875e-16,0.999999954245839,1,"UP"
"994","GLUD1",0.0465006092878473,0.403595646036045,1,"UP"
"995","PSMD7",0,1,1,"DOWN"
"996","MARCKS",1.19535285694193e-19,0.999999999755055,1,"UP"
"997","FKBP1A",1.36351958399464e-18,0.999999998198474,1,"UP"
"998","MAP4",0.0130294363749095,0.59226800169092,1,"UP"
"999","GNA13",0.0820765466607477,0.19882729694292,0.885969433233074,"UP"
"1000","RPL3",0,1,1,"DOWN"
"1001","RASGRF1",0,1,1,"DOWN"
"1002","PDIA3",-0.0391452411694258,0.188114287920715,0.863395643119524,"DOWN"
"1003","MT3",-0.067658667498294,0.435090187865629,1,"DOWN"
"1004","ACO1",-2.61093759304217e-19,0.999999999220342,1,"DOWN"
"1005","DLG4",-0.173611155731847,0.00246844111801161,0.106212009413437,"DOWN"
"1006","SLC6A9",8.34803744656134e-15,0.999999760039579,1,"UP"
"1007","ATXN10",-1.32969215931494e-17,0.999999995369018,1,"DOWN"
"1008","FAM81A",0.218813991764198,0.00301140376938021,0.11690846962224,"UP"
"1009","NAPB",-0.0920225537440833,0.143130713280709,0.755472925286365,"DOWN"
"1010","KIF5C",0,1,1,"DOWN"
"1011","PABPC1",-2.77888894692969e-16,0.999999975120226,1,"DOWN"
"1012","GNB4",0,1,1,"DOWN"
"1013","NEDD8",0,1,1,"DOWN"
"1014","OAT",-1.03929077399191e-16,0.999999975533945,1,"DOWN"
"1015","CKMT1",0.114114576220872,0.10909358167989,0.662036853277961,"UP"
"1016","FKBP4",-1.99288200462422e-18,0.999999997930391,1,"DOWN"
"1017","PRKAR2B",0.0824368372242363,0.247548435406692,0.997940634342198,"UP"
"1018","SLC6A1",1.18968584853578e-15,0.999999918298472,1,"UP"
"1019","SLC6A11",0.0919324958542201,0.234354856542175,0.968165690146537,"UP"
"1020","MAP2K1",-8.43779296045999e-18,0.999999996036023,1,"DOWN"
"1021","SCP2",0,1,1,"DOWN"
"1022","SLC2A3",0.0576612665881265,0.285154706450236,1,"UP"
"1023","DRG1",0,1,1,"DOWN"
"1024","PVALB",0,1,1,"DOWN"
"1025","KRAS",0.03063252803539,0.519493443437545,1,"UP"
"1026","WARS",-0.0637225092721587,0.513277405810813,1,"DOWN"
"1027","KIF5A",0.002238584451732,0.915335807753836,1,"UP"
"1028","RANBP1",-6.68645672022435e-11,0.99998809456435,1,"DOWN"
"1029","PTK2",-2.21967219501679e-17,0.999999995979014,1,"DOWN"
"1030","MIF",2.73157698569046e-10,0.999990668787053,1,"UP"
"1031","PTPN11",-0.0030720918452189,0.865573648477048,1,"DOWN"
"1032","RAB3D",0,1,1,"DOWN"
"1033","FECH",0.123249127511316,0.0494274236774509,0.466806873802168,"UP"
"1034","RAB6A",0.0448082898050111,0.387258090783233,1,"UP"
"1035","RAB21",6.48692084115442e-16,0.999999939565877,1,"UP"
"1036","RAB12",-2.21363995017356e-16,0.999999976439689,1,"DOWN"
"1037","RAB24",0.0893698898523536,0.088841253541004,0.618614527113527,"UP"
"1038","RAB18",0.0104725731438355,0.50537261574518,1,"UP"
"1039","GRIN2A",4.88384936446616e-18,0.999999997689847,1,"UP"
"1040","PDHA1",0.07091438535858,0.205537324386525,0.903707764384763,"UP"
"1041","FAH",0,1,1,"DOWN"
"1042","CANX",0.0580620141081981,0.198392257224551,0.885969433233074,"UP"
"1043","AP1M1",3.66120243031348e-19,0.999999999236083,1,"UP"
"1044","PRDX1",-6.41300126728946e-19,0.999999999591398,1,"DOWN"
"1045","CD81",1.02689222968094e-14,0.9999997341315,1,"UP"
"1046","GPM6A",0.0681139765822329,0.31636567182047,1,"UP"
"1047","PTPN1",0,1,1,"DOWN"
"1048","RPL12",-1.39249632667031e-18,0.999999998728029,1,"DOWN"
"1049","CPOX",2.00239629565939e-17,0.999999991365995,1,"UP"
"1050","GNL1",0,1,1,"DOWN"
"1051","POR",0.0304387961576285,0.37299825723925,1,"UP"
"1052","HMGCL",0,1,1,"DOWN"
"1053","HSPA9",-2.02589915068639e-18,0.999999999136856,1,"DOWN"
"1054","DNM1",2.40965350989044e-14,0.999999775711105,1,"UP"
"1055","FYN",-8.16450912773816e-18,0.999999998242081,1,"DOWN"
"1056","CAP1",-9.77970220886507e-17,0.99999997723521,1,"DOWN"
"1057","FMNL2",0.194081869967782,0.0331331303656859,0.408257788940669,"UP"
"1058","CD82",2.93792564537525e-19,0.9999999997353,1,"UP"
"1059","CD9",0,1,1,"DOWN"
"1060","VPS26A",-4.85197424189561e-16,0.999999948545346,1,"DOWN"
"1061","RPL28",0,1,1,"DOWN"
"1062","FXYD6",0.228414894717914,8.53687738354919e-08,6.0483776262446e-05,"UP"
"1063","SEPT2",6.54175570930353e-22,0.999999999997358,1,"UP"
"1064","PURA",0,1,1,"DOWN"
"1065","CCT8",0,1,1,"DOWN"
"1066","SLC1A2",0.128708329001336,0.147775599103021,0.769053349915042,"UP"
"1067","AKR1B1;AKR1B3",-5.70696844943831e-16,0.999999986696289,1,"DOWN"
"1068","CFL2",-0.0224961057881531,0.597280310569551,1,"DOWN"
"1069","FKBP2",-0.00432571617310179,0.811056620967893,1,"DOWN"
"1070","ACADM",0.0392908146441472,0.494707536092725,1,"UP"
"1071","RANGAP1",0,1,1,"DOWN"
"1072","SYT1",0.00693631155226321,0.642087363978705,1,"UP"
"1073","DNAJA2",-0.124851952272335,0.000696597642795505,0.0481501882849381,"DOWN"
"1074","RAB11B;RAB11A",0.0420646987003056,0.124595297486197,0.706480476117213,"UP"
"1075","INA",-1.09115765480405e-18,0.999999998410708,1,"DOWN"
"1076","ADSS",-1.07930108336879e-18,0.999999998670741,1,"DOWN"
"1077","STT3A",0.0800583855414603,0.180362177086541,0.844888395256527,"UP"
"1078","RPH3A",-2.74958554792208e-20,0.999999999872961,1,"DOWN"
"1079","ALDH2",-6.24519013381012e-17,0.99999998354025,1,"DOWN"
"1080","CNR1",0,1,1,"DOWN"
"1081","DUSP3",-0.140394764957361,0.0119183582242845,0.255806089809451,"DOWN"
"1082","EIF3D",-0.121963622059469,0.0382491374484916,0.431591800530454,"DOWN"
"1083","GSR",0,1,1,"DOWN"
"1084","MAP2K4",0,1,1,"DOWN"
"1085","PFKM",-2.73024585402665e-18,0.999999999052384,1,"DOWN"
"1086","RPL6",0,1,1,"DOWN"
"1087","CRKL",-0.00844839677237153,0.793782586180745,1,"DOWN"
"1088","RPLP1",0,1,1,"DOWN"
"1089","RPL5",-5.23414063252946e-19,0.999999999123101,1,"DOWN"
"1090","RPL13",0,1,1,"DOWN"
"1091","EIF1",-0.0568060568420676,0.322028550814441,1,"DOWN"
"1092","ANXA5",5.12157042851325e-19,0.999999999273102,1,"UP"
"1093","GAD1",-9.5105465095474e-19,0.999999998980501,1,"DOWN"
"1094","GAD2",-2.90716004642695e-16,0.999999966429276,1,"DOWN"
"1095","HSPA4L",-2.15768795292462e-16,0.999999977185851,1,"DOWN"
"1096","CBR1",-3.72632475750989e-18,0.999999996523196,1,"DOWN"
"1097","COX7A2",2.28920093645749e-15,0.999999906747047,1,"UP"
"1098","GSTM5",-0.0784039624044076,0.38547533377565,1,"DOWN"
"1099","SLC25A4",0.133591924616125,0.0883551801509507,0.616745272285207,"UP"
"1100","INPP1",0,1,1,"DOWN"
"1101","PPM1A",-0.0266487402538785,0.625981605864063,1,"DOWN"
"1102","CDK5",-1.35473798123166e-19,0.999999999492156,1,"DOWN"
"1103","PSMA2",-0.0156037014412588,0.645132689894232,1,"DOWN"
"1104","ENOPH1",-0.217909195843868,0.0126142744107664,0.255806089809451,"DOWN"
"1105","S100B",0,1,1,"DOWN"
"1106","GNG4",0.0787917502992309,0.195266011146108,0.87786719621773,"UP"
"1107","HSD17B8;H2-KE6",1.01058031961283e-15,0.99999992035232,1,"UP"
"1108","AHCY",-5.25184735388218e-18,0.999999995623303,1,"DOWN"
"1109","GDI1",-1.22076377993476e-18,0.999999998140879,1,"DOWN"
"1110","EPN2",-0.128188242090415,0.0125461131527819,0.255806089809451,"DOWN"
"1111","ATP6V1E1",-0.00218686118011876,0.823077965047837,1,"DOWN"
"1112","ACADVL",0,1,1,"DOWN"
"1113","GABRB1",1.89382030540768e-18,0.999999997768315,1,"UP"
"1114","GABRA1",0.189256274856873,0.00530587993556172,0.155079009007897,"UP"
"1115","GPC4",-9.06460159860658e-19,0.999999998416906,1,"DOWN"
"1116","HSD17B4",0.0128375079506412,0.537771910029001,1,"UP"
"1117","ADCY9",2.27694316881472e-16,0.999999975318157,1,"UP"
"1118","ATP6V0D1",-8.42467668835539e-19,0.999999998443706,1,"DOWN"
"1119","SLC25A5",0.151690281553218,0.0501772244070354,0.466806873802168,"UP"
"1120","SLC1A1",0.0601805547734093,0.599741490692804,1,"UP"
"1121","TST",-4.64194559073317e-17,0.999999985513458,1,"DOWN"
"1122","PKM",-0.131387935790955,0.0533972610478982,0.480405834316646,"DOWN"
"1123","PKM",1.66070306598037e-17,0.999999986958445,1,"UP"
"1124","NDUFS6",0.135383091904762,0.0850706980748835,0.60122283876364,"UP"
"1125","RIDA",0.0769863843212726,0.263559089079859,1,"UP"
"1126","DBT",3.42391373852474e-17,0.99999998492418,1,"UP"
"1127","HCCS",0.0181765750325772,0.574670422812102,1,"UP"
"1128","PITPNA",1.11791648322957e-18,0.999999999156588,1,"UP"
"1129","SLC16A1",5.84443117241792e-09,0.999850554253099,1,"UP"
"1130","RAB2A",1.09967772841426e-17,0.999999994410081,1,"UP"
"1131","IDH2",0.096705033494695,0.341562303928878,1,"UP"
"1132","STOM",0,1,1,"DOWN"
"1133","RAD23B",0,1,1,"DOWN"
"1134","EPHB3",0,1,1,"DOWN"
"1135","EPHB2",0.128726375457076,0.189715166759641,0.867181907414229,"UP"
"1136","PSMC4",-3.80489400363758e-20,0.999999999891522,1,"DOWN"
"1137","DDX6",-8.01381557610325e-18,0.999999990240742,1,"DOWN"
"1138","PTPN5",0.00566600974997287,0.763125840852411,1,"UP"
"1139","RAB8A",0.0472946025548451,0.277614052882702,1,"UP"
"1140","ADK",-3.55096866060301e-19,0.999999999058617,1,"DOWN"
"1141","CDH11",0.110228355180455,0.168655900635701,0.818962464979297,"UP"
"1142","LRPAP1",5.20679508204535e-11,0.99999086068583,1,"UP"
"1143","STMN2",0,1,1,"DOWN"
"1144","ATP5J2",0.0686063842794152,0.23079364730857,0.956797433150652,"UP"
"1145","ARPP19",0,1,1,"DOWN"
"1146","GFER",0.0836514926132619,0.215984934439073,0.929271140884057,"UP"
"1147","RAB4A",0,1,1,"DOWN"
"1148","ACYP2",0,1,1,"DOWN"
"1149","ACYP1",0,1,1,"DOWN"
"1150","NUDT2",0,1,1,"DOWN"
"1151","COX6B1",3.7734842624284e-18,0.999999995192214,1,"UP"
"1152","ATP5F1B",0.133575635814462,0.0919967723185166,0.633303639303043,"UP"
"1153","SLC1A3",1.57164259008563e-17,0.999999991523854,1,"UP"
"1154","GABRB2",0.202943842585432,0.0162303029828223,0.289287287127789,"UP"
"1155","PDCD5",-1.88659360021827e-16,0.999999987280644,1,"DOWN"
"1156","GK",0.190914969322989,0.0207901630062815,0.331646783463729,"UP"
"1157","ATP6V1D",-1.11811045310596e-15,0.999999925836127,1,"DOWN"
"1158","ERP29",-1.76247293315887e-17,0.999999989281125,1,"DOWN"
"1159","TM9SF2",-1.59417616368132e-18,0.999999999802007,1,"DOWN"
"1160","EEF2",-0.0992028348431094,0.209669366314957,0.914158437133214,"DOWN"
"1161","OPA1",0.0810499515737826,0.182360632277893,0.847229560451719,"UP"
"1162","PTPA",-5.49711815527704e-18,0.999999997510484,1,"DOWN"
"1163","EPN3",-0.194265268774987,0.0279867023065573,0.385020943382444,"DOWN"
"1164","TUBGCP3",0,1,1,"DOWN"
"1165","TNKS1BP1",-0.103346126102894,0.087303247318124,0.612686310223536,"DOWN"
"1166","VPS33B",-8.51316845615709e-19,0.999999998555107,1,"DOWN"
"1167","GNAI2",0.149105991075547,0.00492421631931039,0.148459883499209,"UP"
"1168","RAB2B",0,1,1,"DOWN"
"1169","EIF5",-3.78888376895963e-12,0.999997615320175,1,"DOWN"
"1170","INPP5J",0,1,1,"DOWN"
"1171","ARPC4",-0.0514688862341361,0.284569719953706,1,"DOWN"
"1172","RUVBL1",-0.069012542912897,0.199517514605824,0.887649350695299,"DOWN"
"1173","PLP1",2.89299545043745e-17,0.999999990055661,1,"UP"
"1174","EIF3E",0,1,1,"DOWN"
"1175","PCBP1",-0.0346722784256359,0.56112144827495,1,"DOWN"
"1176","PPFIA3",-0.016653241171017,0.476324235157342,1,"DOWN"
"1177","PDXP",-1.87887584283266e-18,0.999999997872593,1,"DOWN"
"1178","GABARAPL2",0,1,1,"DOWN"
"1179","NPLOC4",0,1,1,"DOWN"
"1180","ACTB",0,1,1,"DOWN"
"1181","GNAO1",0.125687744385148,0.00754742962861309,0.201382704908564,"UP"
"1182","CDC42",4.50265636060585e-16,0.999999971373206,1,"UP"
"1183","CDC42",-2.30242048322715e-18,0.999999998803491,1,"DOWN"
"1184","ENSA",0,1,1,"DOWN"
"1185","EIF4A1",-0.0881859610311782,0.060474830634199,0.512671775028821,"DOWN"
"1186","RPS20",0,1,1,"DOWN"
"1187","SNAP25",0.0787285224359224,0.197228655175157,0.883011072300781,"UP"
"1188","DNAJC5",1.04582368268319e-18,0.999999998638811,1,"UP"
"1189","RAB5B",0.0448824623784267,0.226171930100592,0.948461479130195,"UP"
"1190","RAB10",0.041848247931505,0.18096233448155,0.844888395256527,"UP"
"1191","RAB8B",0.0508152134846291,0.273133354370593,1,"UP"
"1192","UBE2M",-0.0432633922807796,0.427387990463855,1,"DOWN"
"1193","UBE2N",6.11294459728967e-15,0.999999817475191,1,"UP"
"1194","FGF1",0,1,1,"DOWN"
"1195","EPS15",-0.0659508642326739,0.00324151673458972,0.120091486559688,"DOWN"
"1196","ACTR1A",-0.0263460686080191,0.481151067190829,1,"DOWN"
"1197","TMEM258",0.0435281488402886,0.359864173720967,1,"UP"
"1198","ETFA",-0.175916050037588,0.000369130421447782,0.0337452758282174,"DOWN"
"1199","ABCE1",-0.0095583313331183,0.729365589060233,1,"DOWN"
"1200","RAP2B",5.71545305246582e-16,0.99999995141453,1,"UP"
"1201","GNG3",0.19595668301306,0.0270083129201929,0.382707794079134,"UP"
"1202","RAB6B",0.0613098949788555,0.101941897833943,0.654539013667431,"UP"
"1203","FGF12",-6.21717994291486e-17,0.999999982722016,1,"DOWN"
"1204","RPL27",-6.22793836517146e-18,0.999999998230905,1,"DOWN"
"1205","VBP1",-7.95928029249278e-20,0.999999999608165,1,"DOWN"
"1206","DAD1",0.00396526138161519,0.807218693433258,1,"UP"
"1207","ABAT",-0.0551408250281733,0.333447404750905,1,"DOWN"
"1208","AP1S1",-2.03021522066796e-17,0.999999988599248,1,"DOWN"
"1209","YWHAG",4.50760563859384e-20,0.99999999989374,1,"UP"
"1210","RRAS2",-0.0296442229554792,0.560584876820138,1,"DOWN"
"1211","GOT2",0.131725682438357,0.0463513999280993,0.458488523386614,"UP"
"1212","GPD2",0.136588491996694,0.0373821407515239,0.431591800530454,"UP"
"1213","GRIA4",0.169893181949531,0.01343910350045,0.266453917402048,"UP"
"1214","PPP1CA",-0.0522208293328974,0.286854038032629,1,"DOWN"
"1215","PPP1CB",0.0296252161327172,0.255602346491366,1,"UP"
"1216","PSMC1",-1.3678337823156e-16,0.999999988251417,1,"DOWN"
"1217","PSMC5",1.50499113030687e-16,0.999999970701779,1,"UP"
"1218","EZR",-0.0681389785454074,0.0470978040875236,0.46345547494459,"DOWN"
"1219","YWHAE",-2.61615423239228e-16,0.999999970370077,1,"DOWN"
"1220","RPS14",0,1,1,"DOWN"
"1221","RPS23",0,1,1,"DOWN"
"1222","RPS29",0,1,1,"DOWN"
"1223","RPS11",-4.69447127739676e-18,0.999999995792557,1,"DOWN"
"1224","RPS13",-3.36234893053411e-16,0.999999958999637,1,"DOWN"
"1225","ARF6",4.98803954892068e-17,0.999999980714922,1,"UP"
